How do I apply for the Duke-NUS special track?,"All applications are centrally managed by SUTD. Simply indicate your interest to apply for the SUTD-Duke-NUS Special Track in the online application and submit a personal statement. https://sutd.edu.sg/apply"
Who should apply for Duke-NUS special track?,"We are inviting high-achieving Singapore Citizens and Singapore Permanent Residents who have a strong interest in both treating patients and harnessing technological advancements across disciplines to bring about medical innovations."
Can those serving national service apply?,"NSF can apply and places will be reserved for successful applicants who have accepted the offer."
Can NSF apply?,"NSF can apply and places will be reserved for successful applicants who have accepted the offer."
What research opportunities are there?,"All students can participate in UROPs (Undergraduate Research Opportunities Programme). UROP helps to foster a spirit of learning and inquiry among our undergraduates, by engaging faculty and students on cutting edge and innovative research projects."
Information Systems Technology and Design research opportunities,"You can find out more about ISTD research at: https://istd.sutd.edu.sg/research/research-areas/"
Information Systems Technology and Design pillar research opportunities,"You can find out more about ISTD research at: https://istd.sutd.edu.sg/research/research-areas/"
ISTD pillar research opportunities,"You can find out more about ISTD research at: https://istd.sutd.edu.sg/research/research-areas/"
ISTD research opportunities,"You can find out more about ISTD research at: https://istd.sutd.edu.sg/research/research-areas/"
Engineering Systems and Design research opportunities,"You can find out more about ESD research at: https://esd.sutd.edu.sg/research/projects/"
Engineering Systems and Design pillar research opportunities,"You can find out more about ESD research at: https://esd.sutd.edu.sg/research/projects/"
ESD pillar research opportunities,"You can find out more about ESD research at: https://esd.sutd.edu.sg/research/projects/"
ESD research opportunities,"You can find out more about ESD research at: https://esd.sutd.edu.sg/research/projects/"
Architecture and Sustainable Design research opportunities,"You can find out more about ASD research at: https://asd.sutd.edu.sg/architectural-intelligence/research-groups/"
Architecture and Sustainable Design Pillar research opportunities,"You can find out more about ASD research at: https://asd.sutd.edu.sg/architectural-intelligence/research-groups/"
ASD pillar research opportunities,"You can find out more about ASD research at: https://asd.sutd.edu.sg/architectural-intelligence/research-groups/"
archi research opportunities,"You can find out more about ASD research at: https://asd.sutd.edu.sg/architectural-intelligence/research-groups/"
architecture research opportunities,"You can find out more about ASD research at: https://asd.sutd.edu.sg/architectural-intelligence/research-groups/"
ASD research opportunities,"You can find out more about ASD research at: https://asd.sutd.edu.sg/architectural-intelligence/research-groups/"
Engineering Product Development research opportunities,You can find out more about EPD research at: https://epd.sutd.edu.sg/research/projects/
Engineering Product Development pillar research opportunities,You can find out more about EPD research at: https://epd.sutd.edu.sg/research/projects/
EPD pillar research opportunities,You can find out more about EPD research at: https://epd.sutd.edu.sg/research/projects/
EPD research opportunities,You can find out more about EPD research at: https://epd.sutd.edu.sg/research/projects/
